"","measure","location","sex","age","cause","metric","year","val","upper","lower"
"953567","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Stomach cancer","Percent",2017,0.00176747121968,0.00263843565282,0.000970349663394
"953568","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Stomach cancer","Percent",2017,0.000924546762961,0.00147750363808,0.000460800105492
"953569","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Stomach cancer","Rate",2017,50.8597628268,79.1927632332,27.5739283893
"953570","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Stomach cancer","Rate",2017,26.9708988946,45.4911364449,13.1841740869
"953571","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Stomach cancer","Number",2017,1.51266165053,2.22494609573,0.881305898685
"953572","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Stomach cancer","Number",2017,1.19154229874,2.02579242862,0.593985885011
"953573","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Stomach cancer","Percent",2017,0.00235459519415,0.00333969615747,0.00138504312976
"953574","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Stomach cancer","Percent",2017,0.00110656111251,0.00181560594778,0.000577184940443
"953575","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Stomach cancer","Rate",2017,77.4696178833,113.948630738,45.1352959109
"953576","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Stomach cancer","Rate",2017,36.8723371679,62.6882499594,18.3809234874
"953577","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Stomach cancer","Number",2017,0.718412718835,1.08178525225,0.404057667142
"953578","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Stomach cancer","Number",2017,0.899265972688,1.42866724179,0.44932261114
"953579","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Stomach cancer","Percent",2017,0.00255534927224,0.00367208856333,0.00151526976347
"953580","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Stomach cancer","Percent",2017,0.00136836469692,0.00209838245647,0.000705757950236
"953581","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Stomach cancer","Rate",2017,92.680879645,139.558788614,52.1266105628
"953582","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Stomach cancer","Rate",2017,50.5423814981,80.2968720731,25.2537464084
"953583","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Stomach cancer","Number",2017,0.146826549678,0.222339908182,0.07854653375
"953584","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Stomach cancer","Number",2017,0.346734565056,0.557935796093,0.179209440502
"953585","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Stomach cancer","Percent",2017,0.00237314218249,0.00355558437169,0.00135125347869
"953586","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Stomach cancer","Percent",2017,0.00146793091957,0.00233781693526,0.000786368858171
"953587","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Stomach cancer","Rate",2017,90.5660995459,137.144530752,48.4493656645
"953588","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Stomach cancer","Rate",2017,58.1947228816,93.6420025911,30.0778889065
"953589","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Liver cancer","Number",2017,0,0,0
"953590","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Liver cancer","Number",2017,0,0,0
"953591","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Liver cancer","Percent",2017,0,0,0
"953592","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Liver cancer","Percent",2017,0,0,0
"953593","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Liver cancer","Rate",2017,0,0,0
"953594","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Liver cancer","Rate",2017,0,0,0
"953595","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Liver cancer","Number",2017,0.00288950482318,0.00608971088084,0.000704401258674
"953596","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Liver cancer","Number",2017,0.00119768169822,0.00309338412061,0.000338124712814
"953597","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Liver cancer","Percent",2017,4.86295112532e-06,1.02395248113e-05,1.14467674852e-06
"953598","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Liver cancer","Percent",2017,2.23742227357e-06,5.85823022878e-06,6.30197479698e-07
"953599","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Liver cancer","Rate",2017,0.0194721408499,0.041038072356,0.00474690348799
"953600","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Liver cancer","Rate",2017,0.00837148275934,0.0216219483625,0.00236340357211
"953601","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Liver cancer","Number",2017,0.00480442099331,0.0103450724985,0.00122816836472
"953602","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Liver cancer","Number",2017,0.00264673075493,0.00712348502599,0.000641072447124
"953603","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Liver cancer","Percent",2017,7.61530294729e-06,1.5692466492e-05,2.00064637083e-06
"953604","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Liver cancer","Percent",2017,3.83037390432e-06,9.59977724644e-06,9.78011265357e-07
"953605","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Liver cancer","Rate",2017,0.0393857384325,0.0848069559385,0.0100682929392
"953606","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Liver cancer","Rate",2017,0.0217282018232,0.0584798888368,0.00526285172319
"953607","YLDs (Years Lived with Disability)","Bristol, City of","Male","15 to 19","Liver cancer","Number",2017,0.00845848451815,0.0178940981295,0.00204103055316
"953608","YLDs (Years Lived with Disability)","Bristol, City of","Female","15 to 19","Liver cancer","Number",2017,0.0149669007419,0.0405083441888,0.00395163770407
"953609","YLDs (Years Lived with Disability)","Bristol, City of","Male","15 to 19","Liver cancer","Percent",2017,8.8654557121e-06,1.79101917828e-05,2.31231867251e-06
"953610","YLDs (Years Lived with Disability)","Bristol, City of","Female","15 to 19","Liver cancer","Percent",2017,1.25024515551e-05,3.22264179869e-05,3.54965376142e-06
"953611","YLDs (Years Lived with Disability)","Bristol, City of","Male","15 to 19","Liver cancer","Rate",2017,0.0679484215,0.14374628451,0.016395939961
"953612","YLDs (Years Lived with Disability)","Bristol, City of","Female","15 to 19","Liver cancer","Rate",2017,0.114971057295,0.311172449192,0.0303552467354
"953613","YLDs (Years Lived with Disability)","Bristol, City of","Male","20 to 24","Liver cancer","Number",2017,0.0184269698027,0.0379622906272,0.00496801479006
"953614","YLDs (Years Lived with Disability)","Bristol, City of","Female","20 to 24","Liver cancer","Number",2017,0.0160655355282,0.0400256327301,0.00453440023022
"953615","YLDs (Years Lived with Disability)","Bristol, City of","Male","20 to 24","Liver cancer","Percent",2017,1.14333399682e-05,2.16483351109e-05,3.17350993731e-06
"953616","YLDs (Years Lived with Disability)","Bristol, City of","Female","20 to 24","Liver cancer","Percent",2017,7.64479450547e-06,1.80219456373e-05,2.28526864117e-06
"953617","YLDs (Years Lived with Disability)","Bristol, City of","Male","20 to 24","Liver cancer","Rate",2017,0.10239745723,0.210953948069,0.0276069308968
"953618","YLDs (Years Lived with Disability)","Bristol, City of","Female","20 to 24","Liver cancer","Rate",2017,0.087590881054,0.218223689426,0.0247219963828
"953619","YLDs (Years Lived with Disability)","Bristol, City of","Male","25 to 29","Liver cancer","Number",2017,0.0260429643091,0.0422775445292,0.0133687393766
"953620","YLDs (Years Lived with Disability)","Bristol, City of","Female","25 to 29","Liver cancer","Number",2017,0.0261417170607,0.0450705622998,0.0117986953971
"953621","YLDs (Years Lived with Disability)","Bristol, City of","Male","25 to 29","Liver cancer","Percent",2017,1.07311233664e-05,1.59344361631e-05,6.05923884789e-06
"953622","YLDs (Years Lived with Disability)","Bristol, City of","Female","25 to 29","Liver cancer","Percent",2017,8.82879321688e-06,1.44547620769e-05,4.35944523094e-06
"953623","YLDs (Years Lived with Disability)","Bristol, City of","Male","25 to 29","Liver cancer","Rate",2017,0.109565750179,0.177866498878,0.0562438262156
"953624","YLDs (Years Lived with Disability)","Bristol, City of","Female","25 to 29","Liver cancer","Rate",2017,0.114132705655,0.196774573328,0.0515121874262
"953625","YLDs (Years Lived with Disability)","Bristol, City of","Male","30 to 34","Liver cancer","Number",2017,0.0584826110248,0.0956887152025,0.0243588651553
"953626","YLDs (Years Lived with Disability)","Bristol, City of","Female","30 to 34","Liver cancer","Number",2017,0.0281344963782,0.0515722413587,0.0114167119252
"953627","YLDs (Years Lived with Disability)","Bristol, City of","Male","30 to 34","Liver cancer","Percent",2017,2.43447461174e-05,3.79835318817e-05,1.04050893188e-05
"953628","YLDs (Years Lived with Disability)","Bristol, City of","Female","30 to 34","Liver cancer","Percent",2017,1.01825714166e-05,1.72376092432e-05,4.42317447728e-06
"953629","YLDs (Years Lived with Disability)","Bristol, City of","Male","30 to 34","Liver cancer","Rate",2017,0.271981423045,0.4450135258,0.11328425138
"953630","YLDs (Years Lived with Disability)","Bristol, City of","Female","30 to 34","Liver cancer","Rate",2017,0.139768685951,0.256204493919,0.0567168078013
"953631","YLDs (Years Lived with Disability)","Bristol, City of","Male","35 to 39","Liver cancer","Number",2017,0.0527234879905,0.0863332499461,0.0251632545383
"953632","YLDs (Years Lived with Disability)","Bristol, City of","Female","35 to 39","Liver cancer","Number",2017,0.04197484924,0.0736187741395,0.0194936659297
"953633","YLDs (Years Lived with Disability)","Bristol, City of","Male","35 to 39","Liver cancer","Percent",2017,2.19481979237e-05,3.34705698743e-05,1.21043252724e-05
"953634","YLDs (Years Lived with Disability)","Bristol, City of","Female","35 to 39","Liver cancer","Percent",2017,1.5826578084e-05,2.54462964703e-05,7.91329788653e-06
"953635","YLDs (Years Lived with Disability)","Bristol, City of","Male","35 to 39","Liver cancer","Rate",2017,0.263608621469,0.431651809708,0.125812063908
"953636","YLDs (Years Lived with Disability)","Bristol, City of","Female","35 to 39","Liver cancer","Rate",2017,0.234439423764,0.411178200755,0.108876717614
"953637","YLDs (Years Lived with Disability)","Bristol, City of","Male","40 to 44","Liver cancer","Number",2017,0.118574812016,0.184563541678,0.0681208761855
"953638","YLDs (Years Lived with Disability)","Bristol, City of","Female","40 to 44","Liver cancer","Number",2017,0.0528967887923,0.0862947071243,0.0252458991415
"953639","YLDs (Years Lived with Disability)","Bristol, City of","Male","40 to 44","Liver cancer","Percent",2017,5.71162794241e-05,8.26312754747e-05,3.49461915847e-05
"953640","YLDs (Years Lived with Disability)","Bristol, City of","Female","40 to 44","Liver cancer","Percent",2017,2.37165559156e-05,3.70867505578e-05,1.24424038956e-05
"953641","YLDs (Years Lived with Disability)","Bristol, City of","Male","40 to 44","Liver cancer","Rate",2017,0.747272788342,1.16314173365,0.429305990251
"953642","YLDs (Years Lived with Disability)","Bristol, City of","Female","40 to 44","Liver cancer","Rate",2017,0.370726721701,0.604795765541,0.176935682464
"953643","YLDs (Years Lived with Disability)","Bristol, City of","Male","45 to 49","Liver cancer","Number",2017,0.200384020083,0.325007393911,0.102279828293
"953644","YLDs (Years Lived with Disability)","Bristol, City of","Female","45 to 49","Liver cancer","Number",2017,0.0792198784275,0.139769204329,0.0403030002604
"953645","YLDs (Years Lived with Disability)","Bristol, City of","Male","45 to 49","Liver cancer","Percent",2017,0.00010015405776,0.000150546284254,5.3022998692e-05
"953646","YLDs (Years Lived with Disability)","Bristol, City of","Female","45 to 49","Liver cancer","Percent",2017,3.55993563473e-05,5.9154056602e-05,1.95039339793e-05
"953647","YLDs (Years Lived with Disability)","Bristol, City of","Male","45 to 49","Liver cancer","Rate",2017,1.38244077182,2.24221209007,0.705624154608
"953648","YLDs (Years Lived with Disability)","Bristol, City of","Female","45 to 49","Liver cancer","Rate",2017,0.588260863715,1.03788032109,0.299276876134
"953649","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Liver cancer","Number",2017,0.33433062493,0.559002634638,0.168584439602
"953650","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Liver cancer","Number",2017,0.153285119438,0.283429186127,0.0744903101325
"953651","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Liver cancer","Percent",2017,0.00016631589549,0.000262200340742,8.95337466917e-05
"953652","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Liver cancer","Percent",2017,6.9023383603e-05,0.000118543728018,3.71780834973e-05
"953653","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Liver cancer","Rate",2017,2.49797244073,4.17662359204,1.25958931866
"953654","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Liver cancer","Rate",2017,1.18035860323,2.18252156163,0.573606092648
"953655","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Liver cancer","Number",2017,0.421569151218,0.710056052782,0.213612664965
"953656","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Liver cancer","Number",2017,0.197067336462,0.342222164714,0.10058430012
"953657","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Liver cancer","Percent",2017,0.000221729663195,0.000352832754103,0.000126094793471
"953658","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Liver cancer","Percent",2017,9.6471614459e-05,0.000162697634433,5.49302164554e-05
"953659","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Liver cancer","Rate",2017,3.64742056191,6.14341215325,1.84817893868
"953660","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Liver cancer","Rate",2017,1.72137963851,2.98930445178,0.878602051915
"953661","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Liver cancer","Number",2017,0.520338575603,0.877973114528,0.286835917535
"953662","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Liver cancer","Number",2017,0.246914344313,0.45113617287,0.133398823147
"953663","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Liver cancer","Percent",2017,0.000289308855354,0.000462489215626,0.000171625929674
"953664","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Liver cancer","Percent",2017,0.000130788763873,0.000222164356314,7.64838884356e-05
"953665","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Liver cancer","Rate",2017,5.24579498749,8.85128871716,2.89173720533
"953666","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Liver cancer","Rate",2017,2.51519658703,4.59550523663,1.35886906703
"953667","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Liver cancer","Number",2017,0.745322262608,1.23724103001,0.387552143771
"953668","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Liver cancer","Number",2017,0.35085671545,0.592401268721,0.191875171082
"953669","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Liver cancer","Percent",2017,0.00042015755356,0.000655626802875,0.000233824987888
"953670","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Liver cancer","Percent",2017,0.000188844118935,0.000310576413807,0.000112747587827
"953671","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Liver cancer","Rate",2017,8.47997778159,14.0768322259,4.40941285838
"953672","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Liver cancer","Rate",2017,3.9886996878,6.7346886964,2.18132474395
"953673","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Liver cancer","Number",2017,0.748335107234,1.22175218552,0.38780133026
"953674","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Liver cancer","Number",2017,0.426468695252,0.716152192916,0.232743551515
"953675","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Liver cancer","Percent",2017,0.00046182727873,0.000727958498941,0.000262976558962
"953676","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Liver cancer","Percent",2017,0.000248119744547,0.000423544096268,0.000149370248657
"953677","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Liver cancer","Rate",2017,10.410038936,16.9957118121,5.39467801043
"953678","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Liver cancer","Rate",2017,5.70788876043,9.58503425507,3.11505701719
"953679","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Liver cancer","Number",2017,0.634249165667,1.07578064981,0.339783083483
"953680","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Liver cancer","Number",2017,0.521911850857,0.889617162573,0.276056792546
"953681","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Liver cancer","Percent",2017,0.000498490543228,0.000785971098089,0.00028484060902
"953682","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Liver cancer","Percent",2017,0.000355308111987,0.000580919655528,0.000205308327627
"953683","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Liver cancer","Rate",2017,12.6659397068,21.4833122151,6.78545953506
"953684","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Liver cancer","Rate",2017,9.10232939455,15.5152415786,4.81452922218
"953685","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Liver cancer","Number",2017,0.606368171246,0.999274037938,0.303135039317
"953686","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Liver cancer","Number",2017,0.568489395598,0.957291944317,0.292462426186
"953687","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Liver cancer","Percent",2017,0.00061882528388,0.00093988161181,0.000339818589245
"953688","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Liver cancer","Percent",2017,0.000423681309414,0.00069730731984,0.000229806636843
"953689","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Liver cancer","Rate",2017,17.872272832,29.4528952654,8.93469081084
"953690","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Liver cancer","Rate",2017,12.3750672287,20.8386510992,6.36641987336
"953691","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Liver cancer","Number",2017,0.463334085311,0.774170411597,0.224840923516
"953692","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Liver cancer","Number",2017,0.521786549201,0.885813945556,0.266685264649
"953693","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Liver cancer","Percent",2017,0.00071697864907,0.00112461651626,0.000393170855377
"953694","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Liver cancer","Percent",2017,0.000483276493392,0.000770319079318,0.000264687620841
"953695","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Liver cancer","Rate",2017,23.7292421137,39.6484474516,11.5150274506
"953696","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Liver cancer","Rate",2017,16.1467113608,27.4115576956,8.25258910766
"953697","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Liver cancer","Number",2017,0.171259014176,0.287296031971,0.0809684849929
"953698","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Liver cancer","Number",2017,0.308712327882,0.552139863797,0.151055793079
"953699","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Liver cancer","Percent",2017,0.000607359001541,0.000952934353369,0.000318058887144
"953700","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Liver cancer","Percent",2017,0.000468527273323,0.000803084837382,0.000236680327079
"953701","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Liver cancer","Rate",2017,22.0937570631,37.0634431484,10.4455700963
"953702","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Liver cancer","Rate",2017,17.3508802989,31.0324914808,8.48994597057
"953703","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Liver cancer","Number",2017,0.0312096356936,0.0508468839419,0.0150532201965
"953704","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Liver cancer","Number",2017,0.0971520966828,0.180558458716,0.0441521429244
"953705","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Liver cancer","Percent",2017,0.000502093014729,0.000784139740783,0.000268788182056
"953706","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Liver cancer","Percent",2017,0.00041034617981,0.000736757611808,0.000186532639572
"953707","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Liver cancer","Rate",2017,19.2508437965,31.3635644424,9.28518337997
"953708","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Liver cancer","Rate",2017,16.3056698513,30.3043034293,7.41034203412
"953709","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Tracheal, bronchus, and lung cancer","Number",2017,0,0,0
"953710","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Tracheal, bronchus, and lung cancer","Number",2017,0,0,0
"953711","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Tracheal, bronchus, and lung cancer","Percent",2017,0,0,0
"953712","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Tracheal, bronchus, and lung cancer","Percent",2017,0,0,0
"953713","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Tracheal, bronchus, and lung cancer","Rate",2017,0,0,0
"953714","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Tracheal, bronchus, and lung cancer","Rate",2017,0,0,0
"953715","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Tracheal, bronchus, and lung cancer","Number",2017,0,0,0
"953716","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Tracheal, bronchus, and lung cancer","Number",2017,0,0,0
"953717","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Tracheal, bronchus, and lung cancer","Percent",2017,0,0,0
"953718","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Tracheal, bronchus, and lung cancer","Percent",2017,0,0,0
"953719","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Tracheal, bronchus, and lung cancer","Rate",2017,0,0,0
"953720","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Tracheal, bronchus, and lung cancer","Rate",2017,0,0,0
"953721","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Tracheal, bronchus, and lung cancer","Number",2017,0,0,0
"953722","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Tracheal, bronchus, and lung cancer","Number",2017,0,0,0
"953723","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Tracheal, bronchus, and lung cancer","Percent",2017,0,0,0
"953724","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Tracheal, bronchus, and lung cancer","Percent",2017,0,0,0
"953725","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Tracheal, bronchus, and lung cancer","Rate",2017,0,0,0
"953726","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Tracheal, bronchus, and lung cancer","Rate",2017,0,0,0
"953727","YLDs (Years Lived with Disability)","Bristol, City of","Male","15 to 19","Tracheal, bronchus, and lung cancer","Number",2017,0.000514807083098,0.000877234199602,0.000297105651165
"953728","YLDs (Years Lived with Disability)","Bristol, City of","Female","15 to 19","Tracheal, bronchus, and lung cancer","Number",2017,0.00241076070887,0.00407544327314,0.00136879916843
"953729","YLDs (Years Lived with Disability)","Bristol, City of","Male","15 to 19","Tracheal, bronchus, and lung cancer","Percent",2017,5.41486839732e-07,8.47758737548e-07,3.50733836149e-07
"953730","YLDs (Years Lived with Disability)","Bristol, City of","Female","15 to 19","Tracheal, bronchus, and lung cancer","Percent",2017,2.02059474528e-06,3.2750551802e-06,1.26696236426e-06
"953731","YLDs (Years Lived with Disability)","Bristol, City of","Male","15 to 19","Tracheal, bronchus, and lung cancer","Rate",2017,0.00413553144165,0.00704696911377,0.00238669941076
"953732","YLDs (Years Lived with Disability)","Bristol, City of","Female","15 to 19","Tracheal, bronchus, and lung cancer","Rate",2017,0.0185187108784,0.0313062824522,0.0105146877322
"953733","YLDs (Years Lived with Disability)","Bristol, City of","Male","20 to 24","Tracheal, bronchus, and lung cancer","Number",2017,0.00315861363065,0.00534770492708,0.00174841708959
"953734","YLDs (Years Lived with Disability)","Bristol, City of","Female","20 to 24","Tracheal, bronchus, and lung cancer","Number",2017,0.00504338946954,0.00888663612929,0.00274953076928
"953735","YLDs (Years Lived with Disability)","Bristol, City of","Male","20 to 24","Tracheal, bronchus, and lung cancer","Percent",2017,1.96625370984e-06,3.15626823516e-06,1.19340614464e-06
"953736","YLDs (Years Lived with Disability)","Bristol, City of","Female","20 to 24","Tracheal, bronchus, and lung cancer","Percent",2017,2.41035231078e-06,4.10501075115e-06,1.42142289737e-06
"953737","YLDs (Years Lived with Disability)","Bristol, City of","Male","20 to 24","Tracheal, bronchus, and lung cancer","Rate",2017,0.0175522078568,0.0297168439743,0.00971583858155
"953738","YLDs (Years Lived with Disability)","Bristol, City of","Female","20 to 24","Tracheal, bronchus, and lung cancer","Rate",2017,0.0274970558162,0.0484508149015,0.0149907123945
"953739","YLDs (Years Lived with Disability)","Bristol, City of","Male","25 to 29","Tracheal, bronchus, and lung cancer","Number",2017,0.0110777319179,0.0184605923159,0.00661010184209
"953740","YLDs (Years Lived with Disability)","Bristol, City of","Female","25 to 29","Tracheal, bronchus, and lung cancer","Number",2017,0.0177739820777,0.0295657052027,0.00984423171595
"953741","YLDs (Years Lived with Disability)","Bristol, City of","Male","25 to 29","Tracheal, bronchus, and lung cancer","Percent",2017,4.56610066554e-06,7.23765552372e-06,2.93008507323e-06
"953742","YLDs (Years Lived with Disability)","Bristol, City of","Female","25 to 29","Tracheal, bronchus, and lung cancer","Percent",2017,6.02667937469e-06,1.00851770514e-05,3.6102117313e-06
"953743","YLDs (Years Lived with Disability)","Bristol, City of","Male","25 to 29","Tracheal, bronchus, and lung cancer","Rate",2017,0.0466052939848,0.0776658379525,0.0278094597255
"953744","YLDs (Years Lived with Disability)","Bristol, City of","Female","25 to 29","Tracheal, bronchus, and lung cancer","Rate",2017,0.0775998248353,0.129081571863,0.0429791508428
"953745","YLDs (Years Lived with Disability)","Bristol, City of","Male","30 to 34","Tracheal, bronchus, and lung cancer","Number",2017,0.0338029742033,0.0569305416894,0.0186875220003
"953746","YLDs (Years Lived with Disability)","Bristol, City of","Female","30 to 34","Tracheal, bronchus, and lung cancer","Number",2017,0.0387604352889,0.0664146811441,0.0217000562235
"953747","YLDs (Years Lived with Disability)","Bristol, City of","Male","30 to 34","Tracheal, bronchus, and lung cancer","Percent",2017,1.40563418474e-05,2.2465171386e-05,8.66233107204e-06
"953748","YLDs (Years Lived with Disability)","Bristol, City of","Female","30 to 34","Tracheal, bronchus, and lung cancer","Percent",2017,1.40505231946e-05,2.29202903704e-05,8.60485447014e-06
"953749","YLDs (Years Lived with Disability)","Bristol, City of","Male","30 to 34","Tracheal, bronchus, and lung cancer","Rate",2017,0.15720537893,0.264763311215,0.0869088903137
"953750","YLDs (Years Lived with Disability)","Bristol, City of","Female","30 to 34","Tracheal, bronchus, and lung cancer","Rate",2017,0.192557031567,0.329939892528,0.107803185905
"953751","YLDs (Years Lived with Disability)","Bristol, City of","Male","35 to 39","Tracheal, bronchus, and lung cancer","Number",2017,0.084638051325,0.142911540239,0.0482140265273
"953752","YLDs (Years Lived with Disability)","Bristol, City of","Female","35 to 39","Tracheal, bronchus, and lung cancer","Number",2017,0.0923271452995,0.148672940787,0.0518617130954
